tema_id,subtema,nombre_completo,coef_ridge,coef_logit,correlacion,docs_con_feature,intensidad_media,contribucion_pct
0,agua,Servicios e Infraestructura Pública - Agua,0.10275343806548896,0.053781423910527856,0.2423630190661871,182,0.007622344828445571,3.5090359021734456
0,basura,Servicios e Infraestructura Pública - Basura,0.2246488133406868,0.06884938943150329,0.47893474597357194,163,0.0033938015624700836,7.671770076352234
0,alumbrado,Servicios e Infraestructura Pública - Alumbrado,0.15963622139090686,0.09437229708097876,0.2828851157983094,102,0.07024936625783422,5.451586269950227
1,delitos_patrimoniales,Seguridad y Criminalidad - Delitos_patrimoniales,0.15691774808295825,0.04326581089590903,0.18710225777319073,79,0.020229835942180665,5.358750247951508
1,violencia_crimen_organizado,Seguridad y Criminalidad - Violencia_crimen_organizado,0.22452170454708084,0.05727612475020036,0.29221911190202515,98,0.010874480508310396,7.6674293036380305
1,violencia_personas,Seguridad y Criminalidad - Violencia_personas,0.2169871613036088,0.04815795499907351,0.2619717976344061,96,-0.01298378121133539,7.410124212484087
1,prevencion_vigilancia,Seguridad y Criminalidad - Prevencion_vigilancia,0.35238926666286524,0.12550679474333898,0.3362790125539417,232,0.07792236971370232,12.034114006700822
2,drenaje,Medio Ambiente y Servicios de Agua - Drenaje,0.16157802991028453,0.006070832878327768,0.19751198513913212,27,-0.06604320262866784,5.517899144126756
2,pavimento,Medio Ambiente y Servicios de Agua - Pavimento,0.08757845491686334,0.042582109669426896,0.10567502481257379,30,0.06109128433982288,2.990809342693594
2,vialidad,Medio Ambiente y Servicios de Agua - Vialidad,0.13191877156461956,0.024467950250100456,0.11085353433729778,190,-0.02822428419655082,4.505033741993503
3,obras,Obra Pública e Inversión - Obras,0.2839435786683176,0.07344090957903862,0.3245876377472847,202,0.0042517459368627535,9.696689770163314
4,educacion,Educación y Cultura - Educacion,0.3325024730011442,0.07915606903010239,0.4507647961891608,146,0.03215566128791937,11.354978843421726
4,cultura,Educación y Cultura - Cultura,0.27012919985690953,0.08443910757911971,0.4212734010742306,213,0.021634343798895818,9.22492792814534
6,gobierno,Gobernanza y Administración Pública - Gobierno,0.2227478238988847,0.06432588585055352,0.41667294753092127,256,0.009429191854706332,7.6068511760553434
